annee,mois,nom_mois,pluie_mm,temperature_moyenne,vent_moyen,taux_irregularite,taux_de_ponctualite
2013,1,January,42.2,4.174193548387097,2.8,13.684615384615386,86.3153846153846
2013,2,February,37.4,3.3214285714285716,3.492857142857143,12.846153846153847,87.15384615384616
2013,3,March,36.6,5.54516129032258,3.106451612903226,13.899999999999999,86.1
2013,4,April,29.699999999999996,11.04,3.3633333333333337,11.86153846153846,88.13846153846154
2013,5,May,111.20000000000002,12.587096774193547,2.861290322580645,9.276923076923078,90.72307692307693
2013,6,June,64.0,17.37,3.0266666666666664,12.869230769230768,87.13076923076923
2013,7,July,47.8,22.71935483870968,2.993548387096774,10.992307692307692,89.0076923076923
2013,8,August,37.6,20.55483870967742,2.4387096774193546,7.984615384615382,92.01538461538462
2013,9,September,49.5,17.21333333333333,2.2800000000000002,10.676923076923078,89.32307692307693
2013,10,October,43.39999999999999,14.245161290322581,2.806451612903226,13.407692307692308,86.5923076923077
2013,11,November,69.7,7.733333333333333,3.5300000000000002,16.592307692307692,83.4076923076923
2013,12,December,47.2,6.461290322580646,3.064516129032258,11.946153846153845,88.05384615384615
2014,1,January,55.39999999999999,7.254838709677419,3.3225806451612905,12.292307692307693,87.70769230769231
2014,2,February,54.0,7.5928571428571425,4.003571428571428,10.72307692307692,89.27692307692307
2014,3,March,12.399999999999999,10.44516129032258,2.661290322580645,9.669230769230767,90.33076923076922
2014,4,April,43.0,13.183333333333334,2.716666666666667,9.753846153846153,90.24615384615385
2014,5,May,87.9,14.506451612903223,3.1290322580645156,8.838461538461537,91.16153846153846
2014,6,June,86.0,18.563333333333333,3.0366666666666666,12.616666666666665,87.38333333333333
2014,7,July,98.20000000000002,20.751612903225805,2.706451612903226,12.476923076923075,87.52307692307691
2014,8,August,107.29999999999998,17.967741935483872,2.535483870967741,8.06153846153846,91.93846153846154
2014,9,September,8.200000000000001,18.496666666666666,2.256666666666667,10.553846153846154,89.44615384615385
2014,10,October,48.7,14.658064516129032,2.403225806451613,14.384615384615385,85.61538461538461
2014,11,November,54.3,10.223333333333333,2.5166666666666666,13.695769230769232,86.30423076923077
2014,12,December,60.8,6.096774193548386,3.261290322580646,13.64615384615385,86.35384615384615
2015,1,January,36.6,5.17741935483871,3.351612903225807,11.021153846153844,88.97884615384615
2015,2,February,43.39999999999999,4.760714285714286,3.414285714285714,11.75623076923077,88.24376923076923
2015,3,March,28.300000000000004,8.774193548387096,3.270967741935484,10.598384615384616,89.40161538461538
2015,4,April,56.2,13.22,2.9033333333333333,12.347923076923074,87.65207692307693
2015,5,May,44.10000000000001,14.83548387096774,2.9000000000000004,10.525384615384613,89.47461538461539
2015,6,June,7.0,19.493333333333332,3.2,13.257384615384616,86.74261538461539
2015,7,July,19.9,21.938709677419357,2.9096774193548387,12.084615384615386,87.91538461538462
2015,8,August,80.29999999999998,21.43548387096774,2.5258064516129033,8.214230769230769,91.78576923076922
2015,9,September,72.2,15.2,2.876666666666666,12.203692307692306,87.79630769230769
2015,10,October,42.60000000000001,11.87741935483871,2.396774193548387,12.91523076923077,87.08476923076923
2015,11,November,54.3,11.366666666666667,3.1966666666666663,14.515384615384617,85.48461538461538
2015,12,December,21.6,9.709677419354838,2.980645161290323,10.98053846153846,89.01946153846153
2016,1,January,49.60000000000001,6.087096774193548,3.274193548387097,12.176923076923078,87.82307692307693
2016,2,February,49.699999999999996,6.593103448275861,3.817241379310345,11.146153846153847,88.85384615384615
2016,3,March,92.1,7.464516129032258,3.5580645161290323,11.061538461538463,88.93846153846154
2016,4,April,39.5,10.54,2.8699999999999997,9.815384615384616,90.1846153846154
2016,5,May,178.59999999999997,15.209677419354838,2.7806451612903227,12.115384615384615,87.88461538461539
2016,6,June,51.7,17.88,2.7633333333333336,13.015384615384617,86.98461538461538
2016,7,July,15.5,21.012903225806447,2.767741935483871,12.253846153846153,87.74615384615385
2016,8,August,17.599999999999998,21.580645161290324,2.7161290322580647,10.070000000000002,89.92999999999999
2016,9,September,37.0,19.1,2.2266666666666666,10.26153846153846,89.73846153846154
2016,10,October,32.7,11.838709677419356,2.4612903225806453,11.276923076923076,88.72307692307693
2016,11,November,70.4,8.163333333333334,3.106666666666667,13.49230769230769,86.5076923076923
2016,12,December,23.4,5.0,2.2451612903225806,15.584615384615384,84.41538461538462
2017,1,January,26.699999999999996,2.764516129032258,2.7548387096774194,11.773076923076925,88.22692307692309
2017,2,February,41.0,7.653571428571429,3.3000000000000003,10.796153846153848,89.20384615384616
2017,3,March,72.9,11.077419354838709,3.2129032258064516,11.13076923076923,88.86923076923077
2017,4,April,17.9,11.55,2.8500000000000005,10.915384615384614,89.08461538461538
2017,5,May,74.5,16.916129032258063,2.8551724137931034,13.85876923076923,86.14123076923077
2017,6,June,50.89999999999999,21.133333333333333,2.677777777777778,14.5,85.5
2017,7,July,100.4,21.05806451612903,2.8419354838709676,13.289923076923078,86.71007692307693
2017,8,August,71.1,19.967741935483875,2.335483870967742,7.439230769230769,92.56076923076922
2017,9,September,102.89999999999999,15.523333333333333,2.5900000000000003,10.846153846153847,89.15384615384616
2017,10,October,30.6,14.332258064516129,2.6322580645161286,13.115384615384613,86.88461538461539
2017,11,November,54.89999999999999,8.43,2.8133333333333335,14.99076923076923,85.00923076923075
2017,12,December,95.29999999999998,6.058064516129033,3.551612903225806,12.76923076923077,87.23076923076923
2018,1,January,117.0,8.019354838709678,3.7161290322580647,11.146153846153847,88.85384615384615
2018,2,February,40.89999999999999,2.242857142857143,3.6214285714285714,17.807692307692307,82.1923076923077
2018,3,March,77.6,7.461290322580646,3.3032258064516133,10.938461538461537,89.06153846153846
2018,4,April,50.5,14.3,2.9366666666666665,8.53076923076923,91.46923076923076
2018,5,May,80.4,17.14516129032258,3.0258064516129033,10.661538461538463,89.33846153846154
2018,6,June,111.9,20.053333333333335,2.9433333333333334,11.553846153846154,88.44615384615385
2018,7,July,14.7,24.16774193548387,2.664516129032258,13.738461538461536,86.26153846153846
2018,8,August,33.6,21.674193548387095,2.648387096774193,9.146153846153847,90.85384615384615
2018,9,September,10.7,17.586666666666666,2.6766666666666667,9.792307692307691,90.20769230769231
2018,10,October,22.299999999999997,14.12258064516129,2.9612903225806453,11.194615384615386,88.80538461538461
2018,11,November,66.7,8.333333333333334,2.81,14.287692307692309,85.71230769230769
2018,12,December,61.89999999999999,7.367741935483871,3.22258064516129,11.13846153846154,88.86153846153846
2019,1,January,49.800000000000004,4.790322580645161,3.3129032258064517,12.353846153846153,87.64615384615385
2019,2,February,36.0,8.092857142857143,2.8607142857142853,9.919076923076922,90.08092307692307
2019,3,March,44.7,10.17741935483871,3.9451612903225803,7.750769230769232,92.24923076923076
2019,4,April,19.599999999999998,12.376666666666667,3.0266666666666664,8.078846153846156,91.92115384615384
2019,5,May,106.79999999999998,14.116129032258065,2.9419354838709677,8.276307692307691,91.7236923076923
2019,6,June,50.8,20.373333333333335,2.9466666666666663,11.104307692307692,88.89569230769231
2019,7,July,19.699999999999996,22.75483870967742,3.0258064516129033,10.693999999999999,89.30600000000001
2019,8,August,73.2,21.35483870967742,2.512903225806452,7.367615384615385,92.63238461538461
2019,9,September,25.599999999999998,17.336666666666666,3.06,10.003538461538461,89.99646153846153
2019,10,October,69.5,13.383870967741935,3.0903225806451613,13.906461538461539,86.09353846153846
2019,11,November,84.29999999999998,8.313333333333334,3.126666666666666,11.99907692307692,88.00092307692307
2020,2,February,90.9,8.927586206896551,4.548275862068966,12.351153846153846,87.64884615384615
2020,3,March,56.2,9.058064516129033,3.8193548387096774,9.877153846153847,90.12284615384615
2020,6,June,47.0,18.89333333333333,2.9466666666666663,9.779153846153847,90.22084615384617
2020,7,July,8.3,20.96451612903226,3.012903225806452,7.5819230769230765,92.41807692307692
2020,8,August,43.0,22.374193548387098,2.7161290322580647,10.239461538461539,89.76053846153846
2020,9,September,52.8,18.85,2.7199999999999998,8.504538461538461,91.49546153846154
2020,10,October,94.60000000000001,12.548387096774194,3.3451612903225802,10.714,89.286
2020,11,November,17.2,10.01,2.606666666666667,7.436692307692307,92.5633076923077
2020,12,December,118.79999999999998,6.95483870967742,3.5387096774193547,7.7693846153846176,92.23061538461539
2021,1,January,90.70000000000002,5.074193548387097,3.3129032258064517,8.45692307692308,91.54307692307692
2021,2,February,49.89999999999999,6.953571428571428,3.5214285714285714,11.436615384615383,88.56338461538462
2021,3,March,37.4,8.935483870967742,3.519354838709677,7.317230769230769,92.68276923076922
2021,4,April,31.199999999999996,10.083333333333334,3.4266666666666667,6.193153846153848,93.80684615384615
2021,5,May,64.3,13.306451612903228,3.3483870967741933,5.875846153846153,94.12415384615385
2021,6,June,111.9,20.16,2.5866666666666664,8.965615384615386,91.03438461538461
2021,7,July,78.0,20.25483870967742,2.967741935483871,7.446692307692309,92.5533076923077
2021,8,August,21.5,19.125806451612902,2.967741935483871,6.657846153846152,93.34215384615385
2021,9,September,57.3,18.69,2.33,8.602692307692308,91.39730769230769
2021,10,October,80.29999999999998,12.616129032258065,2.8741935483870966,11.584615384615386,88.41538461538462
2021,11,November,27.6,7.336666666666667,2.79,9.93707692307692,90.06292307692307
2021,12,December,77.3,7.367741935483871,3.083870967741935,7.397384615384616,92.60261538461539
2022,1,January,61.5,5.419354838709677,2.7258064516129026,8.500833333333334,91.49916666666667
2022,2,February,30.2,8.157142857142857,3.692857142857143,7.811666666666668,92.18833333333333
2022,3,March,23.0,10.406451612903227,2.948387096774194,8.024166666666668,91.97583333333334
2022,4,April,56.0,12.193333333333333,3.453333333333333,8.12683333333333,91.87316666666668
2022,5,May,16.299999999999997,17.461290322580645,2.7903225806451615,7.095,92.90499999999999
2022,6,June,77.5,20.223333333333336,2.686666666666666,10.621833333333335,89.37816666666667
2022,7,July,8.6,22.87741935483871,2.72258064516129,14.425692307692307,85.57430769230768
2022,8,August,70.2,22.970967741935485,2.6967741935483867,9.716692307692309,90.28330769230769
2022,9,September,49.3,16.926666666666666,2.496666666666667,9.663923076923076,90.33607692307692
2022,10,October,49.2,15.729032258064517,2.5387096774193547,9.019076923076925,90.98092307692308
2022,11,November,49.60000000000001,9.886666666666667,3.106666666666667,9.699307692307691,90.30069230769232
2022,12,December,52.0,5.564516129032258,3.3580645161290326,10.23376923076923,89.76623076923077
2023,1,January,53.60000000000001,6.458064516129032,3.9451612903225803,8.49669230769231,91.50330769230769
2023,2,February,1.6,7.167857142857143,2.992857142857143,7.912230769230768,92.08776923076924
2023,3,March,70.3,9.69032258064516,4.048387096774194,7.395538461538464,92.60446153846154
2023,4,April,65.7,11.016666666666667,3.3,7.782923076923075,92.21707692307693
2023,5,May,57.3,15.812903225806451,3.5999999999999996,9.223,90.77700000000002
2023,6,June,37.6,22.163333333333334,2.993333333333333,10.565461538461538,89.43453846153845
2023,7,July,106.69999999999999,20.94193548387097,3.0580645161290323,8.392923076923077,91.60707692307693
2023,8,August,62.60000000000001,20.43548387096774,2.6838709677419357,6.263076923076924,93.73692307692308
2023,9,September,39.89999999999999,20.82333333333333,2.356666666666667,8.49746153846154,91.50253846153845
2023,10,October,89.20000000000002,15.05483870967742,2.829032258064516,9.737230769230766,90.26276923076922
2023,11,November,94.20000000000002,9.423333333333334,3.69,16.056384615384616,83.94361538461538
2023,12,December,60.3,8.04516129032258,3.596774193548387,10.32953846153846,89.67046153846155
2024,1,January,63.89999999999999,5.003225806451612,3.493548387096774,11.30315384615385,88.69684615384615
2024,2,February,72.3,9.444827586206896,3.603448275862069,8.562538461538463,91.43746153846153
2024,3,March,86.0,10.209677419354838,2.9838709677419355,8.575999999999999,91.42399999999999
